episode,step,total_waiting_time,total_queue_length,avg_loss
55,2500,118725.0,89,2230637824.7
55,2600,127688.0,90,1496561572.2
55,2700,136767.0,91,1395761798.08
55,2800,146043.0,95,1472093569.96
55,2900,155631.0,99,1364319028.92
55,3000,165801.0,104,1589802480.8
55,3100,176228.0,105,1542122366.74
55,3200,186740.0,106,1698591869.0
55,3300,197399.0,107,1386593898.46
55,3400,208118.0,108,1273592211.28
55,3500,219010.0,110,1945106684.16
56,0,0.0,0,3710265856.0
56,100,39.0,3,2382291136.68
56,200,116.0,6,2152811304.4
56,300,58.0,6,2520135263.48
56,400,19.0,6,1594479095.16
56,500,183.0,6,2727088167.36
56,600,637.0,15,1838555398.3
56,700,1988.0,21,1697795920.52
56,800,4679.0,35,2269168633.84
56,900,6532.0,33,1760898330.88
56,1000,7861.0,34,1604194471.82
56,1100,11392.0,38,2276490482.72
56,1200,15552.0,46,1931495040.4
56,1300,20611.0,53,1627373393.19
56,1400,26240.0,60,1869058585.56
56,1500,32394.0,62,1334010512.18
56,1600,38623.0,63,1819488327.12
56,1700,45166.0,68,1201157367.76
56,1800,52231.0,73,2240991718.0
56,1900,59676.0,77,1628878475.64
56,2000,67491.0,79,2455279698.36
56,2100,73071.0,81,1175139680.26
56,2200,81311.0,83,2243824706.16
56,2300,89836.0,86,1884313131.84
56,2400,98436.0,86,1911914132.96
56,2500,107126.0,87,1836905168.78
56,2600,115887.0,88,1996177271.98
56,2700,124766.0,89,2059519498.56
56,2800,133840.0,93,2222219665.04
56,2900,143228.0,97,2299951782.74
56,3000,153225.0,103,2039164892.28
56,3100,163549.0,104,2094596586.54
56,3200,173963.0,105,2321436379.2
56,3300,184524.0,106,1265413156.76
56,3400,195144.0,107,2073008995.3
56,3500,205910.0,108,1482326040.18
57,0,0.0,0,962614090.0
57,100,21.0,2,2513880593.66
57,200,111.0,7,1951529396.6
57,300,58.0,6,1726336057.04
57,400,348.0,12,1520750762.64
57,500,592.0,10,1566590325.32
57,600,974.0,16,2259958471.32
57,700,3340.0,28,2242005131.64
57,800,6712.0,40,1450733779.24
57,900,10650.0,41,1555509270.2
57,1000,14866.0,44,1836001586.18
57,1100,19403.0,49,1928378137.4
57,1200,24683.0,58,2078005734.96
57,1300,30846.0,64,1612242540.36
57,1400,37582.0,71,1697950675.68
57,1500,44841.0,73,1841587189.32
57,1600,52170.0,74,1599868729.54
57,1700,59819.0,79,1651525998.88
57,1800,67992.0,84,1908655640.9
57,1900,76464.0,86,2391160839.82
57,2000,85183.0,88,1513894326.9
57,2100,94131.0,91,2572515697.1
57,2200,103273.0,92,1784141186.08
57,2300,112704.0,95,2925915864.82
57,2400,122204.0,95,1429178322.34
57,2500,131797.0,96,2551778954.28
57,2600,141460.0,97,1752722989.28
57,2700,151240.0,98,1537789350.08
57,2800,161220.0,102,1773243700.34
57,2900,171520.0,106,1652487505.22
57,3000,182246.0,109,1849440061.96
57,3100,193170.0,110,2422220344.06
57,3200,204186.0,111,2179784525.06
57,3300,215368.0,113,2404593449.94
57,3400,226668.0,113,2230215973.88
57,3500,238035.0,114,2269057418.34
58,0,0.0,0,778980560.0
58,100,36.0,3,1776321866.2
58,200,115.0,7,1278953697.36
58,300,59.0,6,2243534186.32
58,400,12.0,3,2456110358.16
58,500,113.0,8,1990367061.74
58,600,418.0,14,2148586020.08
58,700,1300.0,15,2007554371.18
58,800,3701.0,32,2062785087.9
58,900,6532.0,30,1728109643.0
58,1000,9671.0,34,1845887859.04
58,1100,13288.0,39,1960208228.92
58,1200,17609.0,48,2346845551.84
58,1300,22774.0,54,1879342284.26
58,1400,28428.0,60,1717906717.68
58,1500,34585.0,62,2041389033.48
58,1600,40814.0,63,1689194545.72
58,1700,47354.0,68,2263807331.88
58,1800,54419.0,73,2189670448.72
58,1900,61787.0,75,2142742471.72
58,2000,69404.0,77,1803565353.02
58,2100,77248.0,80,1893973123.28
58,2200,85289.0,81,2102710852.2
58,2300,93614.0,84,1833584026.76
58,2400,102014.0,84,2052203026.46
58,2500,110506.0,85,1915332986.24
58,2600,119068.0,86,1815417084.6
58,2700,127746.0,87,2047373082.88
58,2800,136624.0,91,2043898458.32
58,2900,145813.0,95,2614531538.84
58,3000,155576.0,99,1805379000.92
58,3100,165600.0,101,1650116905.24
58,3200,175714.0,102,1924135408.04
58,3300,185993.0,104,2310725018.08
58,3400,196413.0,105,1908253681.28
58,3500,207005.0,107,1867320615.2
59,0,0.0,0,6463774064.0
59,100,35.0,4,1721883581.06
59,200,103.0,5,2592957459.84
59,300,68.0,6,2127061312.44
59,400,185.0,5,2449806717.72
59,500,106.0,10,2049793519.04
59,600,290.0,6,2413789117.8
59,700,1310.0,18,1662894581.86
59,800,3098.0,27,1830230010.76
59,900,5480.0,26,1640873247.88
59,1000,8187.0,29,2620732445.48
59,1100,11220.0,33,2674936358.46
59,1200,14910.0,41,2013640700.99
59,1300,19462.0,48,2252226250.12
59,1400,24503.0,54,1817011730.36
59,1500,30056.0,56,2146321423.52
59,1600,35681.0,57,1790676014.54
59,1700,41612.0,62,2288918043.28
59,1800,48068.0,67,1540666852.0
59,1900,54911.0,71,2198541684.32
59,2000,62121.0,73,1434478906.32
59,2100,66311.0,75,2137890829.96
59,2200,73946.0,77,1697765977.18
59,2300,81868.0,80,1997316272.64
59,2400,89868.0,80,2066440675.08
59,2500,97956.0,81,1993078833.76
59,2600,106115.0,82,1879435767.92
59,2700,114393.0,83,1878046118.48
59,2800,122865.0,87,2351924206.44
59,2900,131650.0,90,2778305049.68
59,3000,141030.0,97,2871056648.32
59,3100,150755.0,98,2404615480.62
59,3200,160695.0,101,1563202036.28
59,3300,170929.0,103,1787253036.68
59,3400,181248.0,104,1908421309.6
59,3500,191738.0,106,2402320141.48
60,0,0.0,0,100430888.0
60,100,22.0,3,1894306128.04
60,200,114.0,8,1828637712.16
60,300,87.0,8,2549053824.18
60,400,146.0,6,2340126459.96
60,500,116.0,6,1330210137.52
60,600,526.0,7,2201843158.06
60,700,1928.0,22,1817008176.24
60,800,4486.0,33,1860038472.14
60,900,7549.0,32,2257357542.3
60,1000,10848.0,36,1857255855.16
60,1100,14583.0,41,1709147454.48
60,1200,19019.0,48,1747538896.84
60,1300,24276.0,54,2039189689.92
60,1400,29929.0,60,1405680749.46
60,1500,36083.0,62,1641773998.6
60,1600,42313.0,63,2257314846.64
60,1700,48853.0,68,1786206950.24
60,1800,55920.0,73,1409505808.28
60,1900,63327.0,76,1889967432.32
60,2000,71043.0,78,1529488498.48
60,2100,78987.0,80,1848674040.24
60,2200,87127.0,82,2127586039.32
60,2300,95554.0,85,1308726533.08
60,2400,104054.0,85,1930412427.32
60,2500,112645.0,86,2108119390.2
60,2600,121308.0,87,2068161752.44
60,2700,130086.0,88,2021992303.72
60,2800,139066.0,92,2098927696.74
60,2900,148356.0,96,1763493358.14
60,3000,158220.0,101,2105803765.12
60,3100,168343.0,102,2411379560.0
60,3200,178558.0,103,2199197858.16
60,3300,188939.0,105,1689921513.64
60,3400,199486.0,107,1869933935.8
60,3500,210269.0,109,2924725428.56
61,0,0.0,0,67012358.0
61,100,36.0,3,1857769402.24
61,200,93.0,5,2403608714.02
61,300,27.0,4,2715277523.16
61,400,154.0,6,1571009004.52
61,500,276.0,6,2162258946.12
61,600,712.0,10,1933238584.68
61,700,2219.0,22,1800245354.92
61,800,4653.0,33,2281325470.56
61,900,7881.0,35,2132004745.68
61,1000,11495.0,38,2741759033.6
61,1100,15429.0,43,1540390355.92
61,1200,20093.0,51,2165957476.84
61,1300,25654.0,58,1964525791.26
61,1400,31703.0,64,1706061239.0
61,1500,38261.0,66,2370154663.68
61,1600,44890.0,67,1969963621.4
61,1700,51836.0,72,2471401148.86
61,1800,59308.0,77,2569728658.16
61,1900,67117.0,80,3252624240.62
61,2000,75234.0,82,2211385205.92
61,2100,83588.0,85,2646780566.16
61,2200,92229.0,87,2551492885.52
61,2300,101156.0,90,2496845505.02
61,2400,110156.0,90,1530339746.0
61,2500,119249.0,91,2201872275.4
61,2600,128409.0,92,2096998796.08
61,2700,137687.0,93,1942811236.08
61,2800,147166.0,97,2464837262.02
61,2900,156957.0,101,1858650419.16
61,3000,167323.0,106,2301872055.32
61,3100,177949.0,107,2307444308.2
61,3200,188664.0,108,2181177759.84
61,3300,199546.0,110,2062095760.8
61,3400,210567.0,111,2063884251.4
61,3500,221760.0,113,2182738865.44
62,0,0.0,0,1690156616.0
62,100,42.0,3,2519980597.08
62,200,147.0,8,2179106075.32
62,300,120.0,7,1840060891.2
62,400,20.0,3,1426553787.92
62,500,285.0,7,2107173188.48
62,600,937.0,15,1927906959.0
62,700,2654.0,23,1662363268.96
62,800,5325.0,32,1786878997.88
62,900,8981.0,38,1772151019.08
62,1000,12851.0,41,2267877254.76
62,1100,17081.0,45,2068772841.38
62,1200,22136.0,55,1659672118.92
62,1300,27996.0,60,2229478501.44
62,1400,34249.0,66,2341793626.4
62,1500,41008.0,68,1833561612.0
62,1600,47838.0,69,1443387917.96
62,1700,54987.0,74,1939646238.4
62,1800,62653.0,79,2432707784.88
62,1900,70622.0,81,2080032737.28
62,2000,78840.0,83,2475204274.62
62,2100,87286.0,86,1686364293.88
62,2200,95928.0,87,2482768838.72
62,2300,104855.0,90,2602688225.88
62,2400,113855.0,90,1711977151.9
62,2500,122947.0,91,2158860260.84
62,2600,132110.0,92,2416544755.72
62,2700,141390.0,93,2480299582.16
62,2800,150872.0,97,1936136904.04
62,2900,160662.0,101,2439964759.44
62,3000,170964.0,105,1373163484.32
62,3100,181490.0,106,2326481639.54
62,3200,192105.0,107,1991906207.24
62,3300,202886.0,109,2318571554.64
62,3400,213833.0,111,2114691915.82
62,3500,225026.0,113,2118817821.0
63,0,0.0,0,58266682.0
63,100,39.0,3,1829633362.96
63,200,100.0,6,2365676191.36
63,300,51.0,6,1421788115.08
63,400,11.0,4,2206233840.32
63,500,144.0,7,2251122261.92
63,600,586.0,10,1803676459.1
63,700,1891.0,20,2287049602.04
63,800,4278.0,32,2819588800.86
63,900,7531.0,34,2055199072.88
63,1000,11033.0,38,2048273068.92
63,1100,14970.0,43,2468388818.86
63,1200,19650.0,50,1813538423.74
63,1300,25105.0,56,2185965749.2
63,1400,30954.0,62,2677879794.44
63,1500,37312.0,64,1794321048.64
63,1600,43740.0,65,1770201856.06
63,1700,50484.0,70,1888076320.84
63,1800,57752.0,75,2104224796.14
63,1900,65359.0,78,2050212996.76
63,2000,73274.0,80,1681853448.12
63,2100,81425.0,83,2072135752.68
63,2200,89866.0,85,1472533879.42
63,2300,98592.0,88,1699236985.32
63,2400,107392.0,88,1377140351.08
63,2500,116285.0,89,2062878444.28
63,2600,125246.0,90,2101361457.76
63,2700,134325.0,91,1521408519.92
63,2800,143604.0,95,2356063401.92
63,2900,153194.0,99,1704420917.52
63,3000,163365.0,104,2938999095.64
63,3100,173793.0,105,2615711454.44
63,3200,184306.0,106,2493774446.92
63,3300,195008.0,108,2015351238.32
63,3400,205855.0,110,2165272759.58
63,3500,216959.0,113,1851567547.52
64,0,0.0,0,1997395244.0
64,100,36.0,3,2439357540.0
64,200,108.0,5,1738650701.06
64,300,103.0,7,1587914164.36
64,400,185.0,11,2840717730.72
64,500,112.0,6,2144951269.44
64,600,131.0,11,2452779119.46
64,700,1087.0,18,1869058541.6
64,800,3227.0,28,2139746274.92
64,900,6075.0,30,2505491910.2
64,1000,9148.0,33,1837498075.38
64,1100,12581.0,38,2153969023.84
64,1200,16711.0,45,1955219492.8
64,1300,21670.0,52,2486076984.84
64,1400,27195.0,60,1761442291.4
64,1500,33351.0,62,1680101061.62
64,1600,39580.0,63,2384580774.36
64,1700,46122.0,68,1500039844.38
64,1800,53194.0,74,1855851118.2
64,1900,60658.0,77,2765581195.32
64,2000,68474.0,79,1974546051.72
64,2100,76526.0,82,2095344481.76
64,2200,84865.0,84,1300758754.7
64,2300,93490.0,87,2323970574.12
64,2400,102190.0,87,2698279003.84
64,2500,110981.0,88,2787297773.4
64,2600,119841.0,89,1944351727.6
64,2700,128820.0,90,1665028986.16
64,2800,137998.0,94,2438065999.24
64,2900,147485.0,97,2086225000.88
64,3000,157581.0,104,2472573345.68
64,3100,168006.0,105,2308048086.0
64,3200,178519.0,106,1532129235.7
64,3300,189180.0,107,2133262261.32
64,3400,199880.0,107,1953274555.8
64,3500,210681.0,110,1629351108.32
65,0,0.0,0,298306232.0
65,100,21.0,2,2435187710.22
65,200,89.0,5,2313274605.28
65,300,87.0,6,1986995227.12
65,400,117.0,6,2372200295.12
65,500,100.0,7,2090048870.26
65,600,525.0,10,2208726907.92
65,700,1746.0,20,2322545161.24
65,800,3592.0,26,2272933796.96
65,900,6513.0,31,2128682955.16
65,1000,9678.0,34,1966383111.56
65,1100,13210.0,38,1637313974.62
65,1200,17430.0,46,2252861641.96
65,1300,22481.0,53,1993768328.76
65,1400,28022.0,59,1988183252.88
65,1500,34075.0,61,2242418003.96
65,1600,40201.0,62,1844239651.26
65,1700,46640.0,67,1868645582.8
65,1800,53596.0,72,1889110287.62
65,1900,60941.0,76,2198916333.68
65,2000,68651.0,78,2482603621.66
65,2100,76599.0,81,2144271298.88
65,2200,84834.0,83,2407729763.56
65,2300,93357.0,86,2502939898.02
65,2400,101957.0,86,2456899969.84
65,2500,110645.0,87,2572200308.24
65,2600,119404.0,88,2061538152.64
65,2700,128280.0,89,2023020927.18
65,2800,137351.0,93,2079688354.48
65,2900,146735.0,96,1471019646.48
65,3000,156722.0,103,1908047591.32
65,3100,167044.0,104,2101551083.54
65,3200,177586.0,107,2203359709.58
65,3300,188421.0,109,2208585467.4
65,3400,199341.0,110,2797084932.52
65,3500,210432.0,112,2753640474.0
66,0,0.0,0,7018896640.0
66,100,41.0,3,1762904015.0
66,200,109.0,7,2531743978.16
66,300,57.0,6,2163579872.88
66,400,19.0,2,1978558393.7
66,500,97.0,6,1700730486.28
66,600,502.0,11,2246268809.24
66,700,1620.0,22,2192683273.06
66,800,3987.0,32,1968795848.28
66,900,6868.0,31,2494400953.68
66,1000,10105.0,35,2135562056.48
66,1100,13739.0,39,1516584037.12
66,1200,18041.0,47,2302351462.72
66,1300,23195.0,53,1563990460.64
66,1400,28738.0,59,1800131278.88
66,1500,34791.0,61,1919332839.8
66,1600,40917.0,62,2032898862.56
66,1700,47354.0,67,2192203710.3
66,1800,54317.0,72,2586698381.28
66,1900,61623.0,75,1873377492.8
66,2000,69235.0,77,2047561730.36
66,2100,77077.0,79,2320451337.28
66,2200,85115.0,81,1652591260.84
66,2300,93437.0,84,2499035114.96
66,2400,101837.0,84,2090620139.08
66,2500,110326.0,85,1915972650.42
66,2600,118886.0,86,1582522148.92
66,2700,127561.0,87,2205154367.66
66,2800,136432.0,91,1947118590.8
66,2900,145614.0,94,1720535048.48
66,3000,155402.0,101,2314277368.12
66,3100,165525.0,102,2548472765.24
66,3200,175869.0,105,1877695721.74
66,3300,186428.0,106,2115825892.68
66,3400,197074.0,108,1811313778.74
66,3500,207967.0,110,2304671255.78
67,0,0.0,0,515881744.0
67,100,22.0,2,2329536495.88
67,200,108.0,7,2260708202.14
67,300,55.0,8,2994822955.6
67,400,354.0,8,2071253225.22
67,500,99.0,11,2321028586.42
67,600,1010.0,14,2298685936.6
67,700,487.0,10,2168840066.44
67,800,1721.0,24,2056553594.98
67,900,3513.0,24,2541005485.88
67,1000,6050.0,28,2150821325.34
67,1100,8975.0,32,1731937482.28
67,1200,12580.0,40,2607245196.9
67,1300,17040.0,47,1826199212.36
67,1400,22078.0,54,1717461000.52
67,1500,27785.0,58,1899774834.14
67,1600,33708.0,61,1836660459.18
67,1700,40006.0,66,1797241039.68
67,1800,46877.0,71,2085643140.2
67,1900,54085.0,74,2452450859.2
67,2000,61606.0,76,2229716599.4
67,2100,69361.0,80,2477039623.28
67,2200,77403.0,81,1454551960.24
67,2300,85732.0,84,2841732569.4
67,2400,94132.0,84,1975797892.42
67,2500,102624.0,85,1679208832.92
67,2600,111187.0,86,1861611902.68
67,2700,119867.0,87,2066592845.64
67,2800,128746.0,91,1573032067.32
67,2900,137939.0,95,2002300979.26
67,3000,147561.0,98,1585205481.56
67,3100,157383.0,99,1699360372.52
67,3200,167297.0,100,1984247195.44
67,3300,177377.0,102,2041263376.86
67,3400,187577.0,102,1952276239.2
67,3500,197844.0,103,1433089850.84
68,0,0.0,0,123872904.0
68,100,40.0,3,2366688917.4
68,200,95.0,6,2426916078.0
68,300,85.0,7,2127792638.52
68,400,102.0,5,1988247705.92
68,500,85.0,8,2101177906.26
68,600,159.0,11,2631532046.24
68,700,648.0,16,1709575155.2
68,800,2411.0,26,1815248140.36
68,900,4765.0,26,2337521984.38
68,1000,7321.0,29,2179295088.84
68,1100,10353.0,33,2053952602.82
68,1200,14068.0,41,2010499951.64
68,1300,18624.0,48,2680271086.04
68,1400,23753.0,55,3009938090.72
68,1500,29507.0,58,2767292467.24
68,1600,35335.0,59,2148783417.32
68,1700,41475.0,64,1630296082.64
68,1800,48137.0,69,2045440034.8
68,1900,55180.0,73,1789287539.96
68,2000,62595.0,75,1942099603.2
68,2100,65594.0,77,2064546179.88
68,2200,73434.0,79,2166136513.16
68,2300,81557.0,82,2010969992.24
68,2400,89757.0,82,2155768173.58
68,2500,98047.0,83,1908228512.84
68,2600,106408.0,84,2475862755.84
68,2700,114885.0,85,2227673008.26
68,2800,123556.0,89,1872116005.32
68,2900,132542.0,93,1812942555.28
68,3000,142129.0,99,2424951076.16
68,3100,152055.0,100,1693017093.4
68,3200,162156.0,102,2222627749.21
68,3300,172437.0,104,2238903214.4
68,3400,182837.0,104,2423476540.62
68,3500,193326.0,106,2439111626.74
69,0,0.0,0,3109039872.0
69,100,69.0,3,1713528162.92
69,200,91.0,8,2458292094.68
69,300,22.0,2,2118147760.96
69,400,95.0,5,2307721409.28
69,500,99.0,5,2144691367.9
69,600,738.0,17,2006659422.5
69,700,1697.0,22,2268499535.52
69,800,3820.0,29,2408764479.62
69,900,6774.0,34,3456723977.14
69,1000,10285.0,37,2334631172.92
69,1100,14117.0,41,1884535357.7
69,1200,18687.0,49,2087323771.08
69,1300,24042.0,56,2445181987.32
69,1400,29968.0,63,2556693740.62
69,1500,36424.0,65,1911713956.08
69,1600,42952.0,66,1878353848.02
69,1700,49791.0,71,1743848797.16
69,1800,57154.0,76,1909331927.16
69,1900,64900.0,80,2417469303.06
69,2000,73013.0,82,2819452476.72
69,2100,81355.0,84,2502411971.36
69,2200,89893.0,86,2314888466.08
69,2300,98719.0,89,2453899275.0
69,2400,107619.0,89,2319404063.04
69,2500,116609.0,90,2130168447.64
69,2600,125670.0,91,1974781299.62
69,2700,134849.0,92,1635859978.82
69,2800,144223.0,96,2420324454.24
69,2900,153908.0,100,2436965964.64
69,3000,164199.0,106,2039406450.68
69,3100,174825.0,107,1947029847.14
69,3200,185628.0,109,1333319085.2
69,3300,196588.0,110,1871983745.5
69,3400,207588.0,110,1831623006.26
69,3500,218681.0,112,1155031538.08
70,0,0.0,0,133983352.0
70,100,42.0,3,2520653223.28
70,200,137.0,7,2288815646.26
70,300,60.0,6,1869068184.48
70,400,242.0,6,1962044501.96
70,500,691.0,13,2203397502.32
70,600,1013.0,17,2140307360.24
70,700,2080.0,26,2086783726.32
70,800,5173.0,35,2123054185.04
70,900,8980.0,40,1921204967.8
70,1000,13056.0,43,2703339336.22
70,1100,17490.0,48,2010627269.48
70,1200,22580.0,55,2598269160.28
70,1300,28543.0,62,2378141553.92
70,1400,35082.0,70,1783286977.64
70,1500,42241.0,72,2122814501.64
70,1600,49471.0,73,2988688225.38
70,1700,57018.0,78,1659862250.5
70,1800,65090.0,83,3374669316.42
70,1900,73537.0,87,2331212706.68
70,2000,82355.0,89,2238132463.6
70,2100,91411.0,93,2012691670.04
70,2200,100754.0,94,2048483848.32
70,2300,110384.0,97,2302406014.6
70,2400,120084.0,97,1943852041.84
70,2500,129878.0,98,2134438829.8
70,2600,139741.0,99,2604077052.2
70,2700,149722.0,100,2670281843.56
70,2800,159905.0,104,2213329677.82
70,2900,170405.0,108,2804095495.04
70,3000,181268.0,110,1849257514.52
70,3100,192289.0,111,1915179937.13
70,3200,203405.0,112,2619826577.52
70,3300,214688.0,114,2142425292.12
70,3400,226088.0,114,2194825381.1
70,3500,237488.0,114,2751772789.96
71,0,0.0,0,5178494944.0
71,100,40.0,4,1734706322.18
71,200,112.0,6,2298345402.48
71,300,68.0,7,1760321531.44
71,400,58.0,4,2331363477.08
71,500,104.0,8,2333429000.56
71,600,454.0,11,1999655963.16
71,700,1295.0,20,1599187703.42
71,800,3639.0,31,2288515164.88
71,900,6405.0,30,1854110262.4
71,1000,9544.0,34,1955360700.04
71,1100,13077.0,38,1743633834.88
71,1200,17261.0,47,2663720185.48
71,1300,22322.0,53,2207893557.38
71,1400,27875.0,59,1864476555.08
71,1500,33929.0,61,2260977471.4
71,1600,40059.0,62,2774178377.2
71,1700,46505.0,67,2585532965.92
71,1800,53477.0,72,2140986207.1
71,1900,60786.0,75,2430904712.32
71,2000,68404.0,77,1869176002.28
71,2100,72801.0,79,1691661715.58
71,2200,80842.0,81,2433065485.88
71,2300,89168.0,84,2473898891.4
71,2400,97568.0,84,2026193095.92
71,2500,106061.0,85,2697455692.2
71,2600,114624.0,86,2787757107.36
71,2700,123304.0,87,2043826948.76
71,2800,132180.0,91,2430042827.4
71,2900,141371.0,95,2295987553.16
71,3000,151070.0,99,2029090738.32
71,3100,160993.0,100,2001827597.56
71,3200,171006.0,101,2361185850.06
71,3300,181185.0,103,1518293024.32
71,3400,191504.0,104,2294979628.0
71,3500,201993.0,106,2454696919.64
72,0,0.0,0,334824464.0
72,100,41.0,3,2562936151.54
72,200,141.0,6,2351009955.78
72,300,80.0,8,2301412552.94
72,400,17.0,3,2251338279.66
72,500,84.0,7,2005923355.76
72,600,441.0,12,2039931117.58
72,700,1278.0,17,2266822659.7
72,800,3329.0,28,1664239350.48
72,900,5813.0,27,2073327220.48
72,1000,8622.0,30,1924844915.76
72,1100,11754.0,34,2222270858.66
72,1200,15633.0,43,1963329764.3
72,1300,20390.0,50,2017213465.04
72,1400,25633.0,56,1966887360.84
72,1500,31387.0,58,2191007388.46
72,1600,37215.0,59,1616517105.91
72,1700,43351.0,64,2707774869.88
72,1800,50012.0,69,2851963582.4
72,1900,57016.0,72,2609608619.58
72,2000,64331.0,74,2223090883.02
72,2100,70651.0,76,1976594152.6
72,2200,78391.0,78,2280566723.96
72,2300,86414.0,81,2637301321.46
72,2400,94514.0,81,2796088833.28
72,2500,102704.0,82,2232718798.66
72,2600,110965.0,83,2043074318.98
72,2700,119343.0,84,2897337454.1
72,2800,127916.0,88,2198544336.24
72,2900,136800.0,91,1875668451.32
72,3000,146285.0,98,2311392483.68
72,3100,156111.0,99,2525026329.04
72,3200,166111.0,101,1417594855.28
72,3300,176291.0,103,2574027252.12
72,3400,186610.0,104,2153886727.84
72,3500,197100.0,106,2290364345.97
73,0,0.0,0,632151216.0
73,100,22.0,3,2974921835.36
73,200,101.0,5,2023882040.36
73,300,46.0,7,2303065713.88
73,400,143.0,7,2400854215.56
73,500,75.0,5,1964428755.78
73,600,157.0,10,2482700656.42
73,700,825.0,15,2586969347.94
73,800,2806.0,27,2306904161.52
73,900,5326.0,27,2154211790.68
73,1000,8133.0,30,3102378717.84
73,1100,11269.0,34,2356216091.38
73,1200,15123.0,43,1534475740.0
73,1300,19876.0,50,2164016250.68
73,1400,25119.0,56,2018111323.1
73,1500,30874.0,58,3070436653.48
73,1600,36702.0,59,2490768199.2
73,1700,42840.0,64,3144632260.26
73,1800,49502.0,69,2189441657.66
73,1900,56508.0,72,1762393287.74
73,2000,63820.0,74,2299969163.44
73,2100,71369.0,77,2355179204.26
73,2200,79206.0,79,2291795459.16
73,2300,87330.0,82,2325710855.36
73,2400,95530.0,82,2408562775.36
73,2500,103819.0,83,1766825977.06
73,2600,112177.0,84,1837328318.56
73,2700,120655.0,85,1811512737.22
73,2800,129325.0,89,1896195716.16
73,2900,138309.0,92,1957403797.4
73,3000,147894.0,99,1901549304.76
73,3100,157820.0,100,2774736652.76
73,3200,167961.0,103,2711126654.56
73,3300,178321.0,104,1818940839.48
73,3400,188741.0,105,2601787332.24
73,3500,199331.0,107,2139518718.68
74,0,0.0,0,1818856272.0
74,100,21.0,2,2233387889.04
74,200,97.0,5,2754332118.46
74,300,75.0,6,1686297021.84
74,400,50.0,7,2492439200.6
74,500,139.0,6,2366990398.86
74,600,561.0,13,2844071046.32
74,700,2040.0,22,2186217666.5
74,800,4616.0,37,2835141206.44
74,900,8127.0,37,1997645188.28
74,1000,11926.0,41,3016061486.52
74,1100,12735.0,44,2557651308.48
74,1200,17581.0,52,1950044583.96
74,1300,23236.0,58,2694214107.96
74,1400,29285.0,64,2204852407.46
74,1500,35842.0,66,2903256710.28
74,1600,42470.0,67,2370021257.64
74,1700,49412.0,72,2177852372.39
74,1800,56879.0,77,1723757287.56
74,1900,64649.0,79,1896256028.72
74,2000,72666.0,81,2149629314.28
74,2100,80911.0,83,3186337028.88
74,2200,89351.0,85,2796921807.56
74,2300,98078.0,88,2809950489.2
74,2400,106878.0,88,2943885308.08
74,2500,115771.0,89,2033698822.04
74,2600,124731.0,90,2267126838.6
74,2700,133809.0,91,1561325122.04
74,2800,143086.0,95,2746034612.32
74,2900,152675.0,99,2175756885.53
74,3000,162842.0,104,2633298789.8
74,3100,173267.0,105,1864831177.84
74,3200,183781.0,106,2332751927.96
74,3300,194440.0,107,1887657850.24
74,3400,205187.0,109,2097775539.88
74,3500,216169.0,111,1772057882.64
75,0,0.0,0,2148338960.0
75,100,36.0,3,1537375064.72
75,200,92.0,5,1840507526.0
75,300,82.0,5,2830622228.78
75,400,123.0,6,2361769895.92
75,500,56.0,7,2316635457.32
75,600,496.0,13,2878056257.08
75,700,1016.0,14,2107783369.68
75,800,3156.0,29,1445594579.6
75,900,6097.0,31,2406560529.28
75,1000,9268.0,34,3675358757.36
75,1100,12803.0,38,2284409742.66
75,1200,17082.0,47,1980754224.64
75,1300,22243.0,54,2097168357.68
75,1400,27892.0,60,2250379905.46
75,1500,34048.0,62,2440235794.44
75,1600,40277.0,63,2145337413.2
75,1700,46823.0,68,1838372818.88
75,1800,53886.0,73,1660904217.6
75,1900,61293.0,76,2564692855.28
75,2000,69007.0,78,2795472755.96
75,2100,76959.0,81,3270305436.48
75,2200,85198.0,83,2403984783.2
75,2300,93722.0,86,1838856625.17
75,2400,102322.0,86,2053037955.88
75,2500,111014.0,87,3057203422.16
75,2600,119775.0,88,2698122876.04
75,2700,128653.0,89,1838798864.6
75,2800,137726.0,93,2228051163.02
75,2900,147112.0,96,1648811691.24
75,3000,157106.0,103,2475510177.48
75,3100,167432.0,104,1880711747.46
75,3200,177848.0,105,2284964094.0
75,3300,188430.0,107,2178283713.56
75,3400,199151.0,108,2198827284.46
75,3500,210039.0,110,2671770066.5
76,0,0.0,0,4439789008.0
76,100,22.0,2,2454591406.32
76,200,94.0,5,2201983235.8
76,300,97.0,6,3030410339.96
76,400,110.0,5,2214366296.72
76,500,69.0,7,1809720687.96
76,600,134.0,10,2124454877.88
76,700,654.0,10,1835984959.6
76,800,2352.0,27,2297585271.44
76,900,4729.0,26,2194456337.68
76,1000,7439.0,29,2441027568.56
76,1100,10473.0,33,2432178260.2
76,1200,14230.0,42,2371218042.7
76,1300,18888.0,49,1980082808.76
76,1400,24113.0,56,1978782548.44
76,1500,29867.0,58,2050895161.42
76,1600,35694.0,59,3030328026.52
76,1700,41831.0,64,1830359309.88
76,1800,48495.0,69,1835225708.4
76,1900,55500.0,72,2173596977.92
76,2000,62814.0,74,2806753175.46
76,2100,66972.0,76,2681932923.8
76,2200,74710.0,78,1891529295.44
